id,nombre,marca,categoria,precio_mxn,stock,descripcion,imagen_url
190,Zildjian Kerope Studio 661,Zildjian,Platillos,4119.99,14,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo Kerope en color azul océano, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
191,Zildjian I Family Elite 935,Zildjian,Platillos,9459.99,10,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo I Family en color sunburst, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
192,Zildjian A Zildjian X 603,Zildjian,Platillos,6259.99,12,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo A Zildjian en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
193,Zildjian A Custom Vintage 775,Zildjian,Platillos,6869.99,13,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo A Custom en color rojo cereza, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
194,Zildjian K Custom Studio 523,Zildjian,Platillos,12949.99,12,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo K Custom en color vino, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
195,Zildjian A Zildjian SE 774,Zildjian,Platillos,12419.99,11,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo A Zildjian en color natural, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
196,Zildjian Avedis Custom 782,Zildjian,Platillos,13599.99,20,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo Avedis en color blanco perla, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
197,Zildjian I Family Series 384,Zildjian,Platillos,2909.99,16,"Platillo con aleación de bronce de alta calidad, ofrece un brillo y sustain característicos. Modelo I Family en color vino, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Zildjian+Platillos&font=roboto
198,Gretsch Electromatic Signature 136,Gretsch,Guitarras Eléctricas,35019.99,20,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Electromatic en color vino, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
199,Gretsch Broadkaster Series 120,Gretsch,Baterías,36299.99,17,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Broadkaster en color rojo cereza, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
200,Gretsch Electromatic Deluxe 236,Gretsch,Guitarras Eléctricas,45629.99,20,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Electromatic en color transparente, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
201,Gretsch Energy Vintage 129,Gretsch,Baterías,17039.99,10,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Energy en color gris metálico, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
202,Gretsch White Falcon SE 109,Gretsch,Guitarras Eléctricas,22919.99,18,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo White Falcon en color sunburst, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
203,Gretsch Renown Series 389,Gretsch,Baterías,36139.99,18,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Renown en color dorado, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
204,Gretsch G5420 Elite 680,Gretsch,Guitarras Eléctricas,15449.99,17,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo G5420 en color gris metálico, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
205,Gretsch Energy Signature 716,Gretsch,Baterías,25339.99,17,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Energy en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
206,Gretsch G5420 Plus 111,Gretsch,Guitarras Eléctricas,63959.99,15,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo G5420 en color rojo cereza, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
207,Gretsch Broadkaster Standard 292,Gretsch,Baterías,18839.99,11,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Broadkaster en color gris metálico, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
208,Gretsch G5420 Custom 667,Gretsch,Guitarras Eléctricas,45179.99,10,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo G5420 en color azul océano, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
209,Gretsch Catalina Club Deluxe 138,Gretsch,Baterías,40339.99,13,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Catalina Club en color azul océano, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
210,Gretsch Electromatic II 231,Gretsch,Guitarras Eléctricas,54719.99,13,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Electromatic en color transparente, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
211,Gretsch Broadkaster Elite 12,Gretsch,Baterías,21989.99,12,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Broadkaster en color transparente, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
212,Gretsch Streamliner Signature 122,Gretsch,Guitarras Eléctricas,46359.99,10,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo Streamliner en color blanco perla, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
213,Gretsch Renown Pro 818,Gretsch,Baterías,40389.99,19,"Batería acústica con cascos de calidad y herrajes resistentes, lista para estudio o escenario. Modelo Renown en color rojo cereza, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Baterías&font=roboto
214,Gretsch White Falcon Pro 281,Gretsch,Guitarras Eléctricas,12889.99,16,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo White Falcon en color blanco perla, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Gretsch+Guitarras+Eléctricas&font=roboto
215,Martin HD-28 Special 497,Martin (C.F. Martin & Co.),Guitarras Acústicas,66559.99,15,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo HD-28 en color sunburst, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
216,Martin HD-28 Special 525,Martin (C.F. Martin & Co.),Guitarras Acústicas,40479.99,19,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo HD-28 en color dorado, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
217,Martin D-28 Vintage 668,Martin (C.F. Martin & Co.),Guitarras Acústicas,125869.99,10,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-28 en color dorado, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
218,Martin OM-28 Series 712,Martin (C.F. Martin & Co.),Guitarras Acústicas,27419.99,17,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo OM-28 en color gris metálico, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
219,Martin D-28 Custom 632,Martin (C.F. Martin & Co.),Guitarras Acústicas,32059.99,12,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-28 en color rojo cereza, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
220,Martin D-18 Deluxe 621,Martin (C.F. Martin & Co.),Guitarras Acústicas,76019.99,17,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-18 en color gris metálico, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
221,Martin HD-28 Edition 822,Martin (C.F. Martin & Co.),Guitarras Acústicas,95709.99,20,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo HD-28 en color sunburst, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
222,Martin D Junior II 472,Martin (C.F. Martin & Co.),Guitarras Acústicas,117139.99,16,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D Junior en color gris metálico, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
223,Martin D-18 X 435,Martin (C.F. Martin & Co.),Guitarras Acústicas,98909.99,15,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-18 en color gris metálico, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
224,Martin OM-28 Deluxe 393,Martin (C.F. Martin & Co.),Guitarras Acústicas,124669.99,20,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo OM-28 en color natural, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
225,Martin OM-28 Custom 861,Martin (C.F. Martin & Co.),Guitarras Acústicas,24819.99,16,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo OM-28 en color sunburst, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
226,Martin D-28 Studio 579,Martin (C.F. Martin & Co.),Guitarras Acústicas,21899.99,18,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-28 en color blanco perla, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
227,Martin HD-28 Deluxe 430,Martin (C.F. Martin & Co.),Guitarras Acústicas,55669.99,20,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo HD-28 en color sunburst, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
228,Martin OM-28 Standard 624,Martin (C.F. Martin & Co.),Guitarras Acústicas,50939.99,11,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo OM-28 en color natural, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
229,Martin HD-28 II 682,Martin (C.F. Martin & Co.),Guitarras Acústicas,70459.99,11,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo HD-28 en color blanco perla, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
230,Martin D-18 Studio 790,Martin (C.F. Martin & Co.),Guitarras Acústicas,47039.99,13,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo D-18 en color sunburst, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
231,Martin OM-28 Pro 961,Martin (C.F. Martin & Co.),Guitarras Acústicas,90659.99,14,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo OM-28 en color transparente, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Martin+Guitarras+Acústicas&font=roboto
232,Taylor 114ce Classic 729,Taylor Guitars,Guitarras Acústicas,88149.99,15,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 114ce en color natural, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
233,Taylor GS Mini Pro 900,Taylor Guitars,Guitarras Acústicas,31179.99,20,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo GS Mini en color blanco perla, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
234,Taylor American Dream Custom 768,Taylor Guitars,Guitarras Acústicas,76259.99,10,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo American Dream en color blanco perla, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
235,Taylor 114ce II 439,Taylor Guitars,Guitarras Acústicas,59739.99,12,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 114ce en color gris metálico, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
236,Taylor GS Mini Vintage 805,Taylor Guitars,Guitarras Acústicas,104609.99,19,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo GS Mini en color rojo cereza, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
237,Taylor 114ce Standard 171,Taylor Guitars,Guitarras Acústicas,87409.99,10,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 114ce en color blanco perla, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
238,Taylor 812ce Custom 463,Taylor Guitars,Guitarras Acústicas,78899.99,17,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 812ce en color natural, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
239,Taylor Academy 12 X 289,Taylor Guitars,Guitarras Acústicas,37839.99,18,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo Academy 12 en color gris metálico, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
240,Taylor 114ce Studio 123,Taylor Guitars,Guitarras Acústicas,44059.99,20,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 114ce en color gris metálico, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
241,Taylor Academy 12 SE 693,Taylor Guitars,Guitarras Acústicas,46379.99,13,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo Academy 12 en color vino, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
242,Taylor American Dream Standard 219,Taylor Guitars,Guitarras Acústicas,45739.99,13,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo American Dream en color negro, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
243,Taylor 214ce Signature 345,Taylor Guitars,Guitarras Acústicas,29039.99,17,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 214ce en color natural, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
244,Taylor 812ce Edition 142,Taylor Guitars,Guitarras Acústicas,52979.99,13,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo 812ce en color blanco perla, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
245,Taylor Academy 12 Studio 416,Taylor Guitars,Guitarras Acústicas,97289.99,10,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo Academy 12 en color sunburst, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
246,Taylor American Dream Pro 953,Taylor Guitars,Guitarras Acústicas,25169.99,15,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo American Dream en color dorado, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
247,Taylor Academy 12 Edition 424,Taylor Guitars,Guitarras Acústicas,83279.99,16,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo Academy 12 en color transparente, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
248,Taylor GS Mini Special 31,Taylor Guitars,Guitarras Acústicas,106899.99,12,"Guitarra acústica con cuerpo resonante y acabado cuidado, perfecta para grabación y presentaciones en vivo. Modelo GS Mini en color gris metálico, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Taylor+Guitarras+Acústicas&font=roboto
249,Selmer Signature Clarinet X 100,Selmer,Instrumentos de Viento,54799.99,11,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Signature Clarinet en color rojo cereza, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
250,Selmer Series III Edition 420,Selmer,Instrumentos de Viento,63349.99,16,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Series III en color transparente, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
251,Selmer AS42 Deluxe 351,Selmer,Instrumentos de Viento,88359.99,11,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo AS42 en color azul océano, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
252,Selmer Signature Clarinet Special 532,Selmer,Instrumentos de Viento,31009.99,15,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Signature Clarinet en color vino, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
253,Selmer AS42 Elite 115,Selmer,Instrumentos de Viento,26359.99,13,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo AS42 en color azul océano, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
254,Selmer Series III Elite 191,Selmer,Instrumentos de Viento,105229.99,20,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Series III en color sunburst, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
255,Selmer TS44 X 788,Selmer,Instrumentos de Viento,68789.99,20,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo TS44 en color transparente, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
256,Selmer Signature Clarinet Deluxe 164,Selmer,Instrumentos de Viento,55099.99,17,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Signature Clarinet en color rojo cereza, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
257,Selmer TS44 Vintage 615,Selmer,Instrumentos de Viento,17509.99,18,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo TS44 en color natural, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
258,Selmer Reference 54 Vintage 472,Selmer,Instrumentos de Viento,15689.99,15,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Reference 54 en color dorado, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
259,Selmer AS42 Custom 639,Selmer,Instrumentos de Viento,70219.99,16,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo AS42 en color sunburst, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
260,Selmer TS44 Standard 940,Selmer,Instrumentos de Viento,91369.99,20,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo TS44 en color dorado, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
261,Selmer Series III Deluxe 497,Selmer,Instrumentos de Viento,61139.99,10,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Series III en color transparente, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
262,Selmer TS44 Special 741,Selmer,Instrumentos de Viento,20269.99,20,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo TS44 en color rojo cereza, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
263,Selmer Series III Standard 734,Selmer,Instrumentos de Viento,54909.99,17,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Series III en color azul océano, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
264,Selmer Signature Clarinet Classic 391,Selmer,Instrumentos de Viento,101959.99,16,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo Signature Clarinet en color rojo cereza, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
265,Selmer TS44 Deluxe 63,Selmer,Instrumentos de Viento,89349.99,20,"Instrumento de viento con afinación estable y respuesta cómoda en todos los registros. Modelo TS44 en color transparente, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Selmer+Instrumentos+de+Viento&font=roboto
266,Marshall Origin20 Custom 106,Marshall,Amplificadores,35689.99,16,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Origin20 en color rojo cereza, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
267,Marshall Origin20 Signature 904,Marshall,Amplificadores,13279.99,11,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Origin20 en color transparente, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
268,Marshall Code Elite 327,Marshall,Amplificadores,58229.99,20,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color rojo cereza, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
269,Marshall MG Series Elite 735,Marshall,Amplificadores,56599.99,14,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo MG Series en color transparente, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
270,Marshall Code Series 842,Marshall,Amplificadores,12029.99,20,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color rojo cereza, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
271,Marshall Code Custom 530,Marshall,Amplificadores,24909.99,15,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color gris metálico, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
272,Marshall Origin20 Classic 359,Marshall,Amplificadores,57129.99,17,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Origin20 en color azul océano, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
273,Marshall JCM800 Plus 168,Marshall,Amplificadores,9249.99,11,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo JCM800 en color blanco perla, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
274,Marshall Code Standard 907,Marshall,Amplificadores,47149.99,12,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color rojo cereza, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
275,Marshall Code Series 176,Marshall,Amplificadores,14949.99,19,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color blanco perla, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
276,Marshall JCM800 X 430,Marshall,Amplificadores,25039.99,13,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo JCM800 en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
277,Marshall MG Series Vintage 249,Marshall,Amplificadores,34379.99,14,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo MG Series en color dorado, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
278,Marshall MG Series II 704,Marshall,Amplificadores,57099.99,17,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo MG Series en color rojo cereza, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
279,Marshall MG Series Vintage 524,Marshall,Amplificadores,34019.99,12,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo MG Series en color gris metálico, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
